2026-09-23T14:33:53Z	alive=yes	Staging dependency install into /vol/data/envs/comebin (scanpy tier solving; hnswlib + checkm-genome queued). Then: BAM index check -> baseline COMEBin run -> CheckM2/CheckM eval -> README table + PROGRESS.md update.
2026-09-23T14:36:32Z	alive=yes	Baseline COMEBin run started (unmodified 987db95, -t 32, dataset=comebin demo). Watching runs/baseline_unmodified/comebin_run.log — augmentation -> coverage -> FragGeneScan -> training -> clustering.
2026-09-23T14:38:37Z	alive=yes	Baseline COMEBin run started (unmodified 987db95, -t 32, dataset=comebin demo). Watching runs/baseline_unmodified/comebin_run.log — augmentation -> coverage -> FragGeneScan -> training -> clustering.
2026-09-23T14:40:01Z	alive=yes	Baseline COMEBin run started (unmodified 987db95, -t 32, dataset=comebin demo). Watching runs/baseline_unmodified/comebin_run.log — augmentation -> coverage -> FragGeneScan -> training -> clustering.
2026-09-23T14:42:09Z	alive=yes	Baseline COMEBin run started (unmodified 987db95, -t 32, dataset=comebin demo). Watching runs/baseline_unmodified/comebin_run.log — augmentation -> coverage -> FragGeneScan -> training -> clustering.
2026-09-23T14:42:33Z	alive=yes	Baseline COMEBin run started (unmodified 987db95, -t 32, dataset=comebin demo). Watching runs/baseline_unmodified/comebin_run.log — augmentation -> coverage -> FragGeneScan -> training -> clustering.
2026-09-23T14:42:51Z	alive=yes	Baseline COMEBin run started (unmodified 987db95, -t 32, dataset=comebin demo). Watching runs/baseline_unmodified/comebin_run.log — augmentation -> coverage -> FragGeneScan -> training -> clustering.
2026-09-23T14:43:54Z	alive=yes	Baseline COMEBin run started (unmodified 987db95, -t 32, dataset=comebin demo). Watching runs/baseline_unmodified/comebin_run.log — augmentation -> coverage -> FragGeneScan -> training -> clustering.
2026-09-23T14:47:41Z	alive=yes	mem=7810/64295 MB	load=31.97 18.54 8.22	Baseline COMEBin run started (unmodified 987db95, -t 32, dataset=comebin demo). Watching runs/baseline_unmodified/comebin_run.log — augmentation -> coverage -> FragGeneScan -> training -> clustering.
2026-09-23T14:50:01Z	alive=yes	mem=7889/64295 MB	load=32.04 23.61 11.57	Baseline COMEBin run started (unmodified 987db95, -t 32, dataset=comebin demo). Watching runs/baseline_unmodified/comebin_run.log — augmentation -> coverage -> FragGeneScan -> training -> clustering.
2026-09-23T17:00 CEST	alive=yes	mem=7651/64295 MB	load=32.29 31.31 21.55	Answering GitHub issues: building small COMEBin benchmark dataset (issue #2), CAMI II marine downloading, baseline training. Watch benchmark/status.
2026-09-23T17:02 CEST	alive=yes	mem=6043/64295 MB	load=32.47 31.75 23.22	Answering GitHub issues: building small COMEBin benchmark dataset (issue #2), CAMI II marine downloading, baseline training. Watch benchmark/status.
2026-09-23T17:10 CEST	alive=yes	mem=6186/64295 MB	load=32.14 31.91 26.54	Answering GitHub issues: building small COMEBin benchmark dataset (issue #2), CAMI II marine downloading, baseline training. Watch benchmark/status.
2026-09-23T17:11 CEST	alive=yes	mem=6905/64295 MB	load=32.28 32.02 27.13	Answering GitHub issues: building small COMEBin benchmark dataset (issue #2), CAMI II marine downloading, baseline training. Watch benchmark/status.
2026-09-23T17:20 CEST	alive=yes	mem=8018/64295 MB	load=32.21 31.97 29.13	Answering GitHub issues: building small COMEBin benchmark dataset (issue #2), CAMI II marine downloading, baseline training. Watch benchmark/status.
2026-09-23T17:30 CEST	alive=no	mem=6056/64295 MB	load=32.08 32.18 30.62	heartbeat stale 1049s — agent dead/idle, watchdog should restart within ~5 min
2026-09-23T19:40 CEST	alive=yes	mem=7474/64295 MB	load=32.11 31.42 31.60	Baseline training epoch ~37/200 (~1.8-2.6 min/epoch, eta hours unless early-stop); checkm v1.1.3 ref data installed+verified; batch1 fixes tested PASS (03670d6a); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → batch1 re-run
2026-09-23T19:50 CEST	alive=no	mem=6243/64295 MB	load=31.86 31.45 31.54	heartbeat stale 1142s — agent dead/idle, watchdog should restart within ~5 min
2026-09-23T20:00 CEST	alive=no	mem=8151/64295 MB	load=28.55 30.69 31.25	heartbeat stale 1742s — agent dead/idle, watchdog should restart within ~5 min
2026-09-23T20:10 CEST	alive=no	mem=6774/64295 MB	load=31.74 31.48 31.44	heartbeat stale 2342s — agent dead/idle, watchdog should restart within ~5 min
2026-09-23T20:20 CEST	alive=no	mem=5940/64295 MB	load=32.07 32.03 31.79	heartbeat stale 2942s — agent dead/idle, watchdog should restart within ~5 min
2026-09-23T20:30 CEST	alive=no	mem=7967/64295 MB	load=31.95 31.79 31.80	heartbeat stale 3542s — agent dead/idle, watchdog should restart within ~5 min
2026-09-23T20:40 CEST	alive=no	mem=7967/64295 MB	load=31.87 31.72 31.76	transcript=183939B	watchdog=2355B	heartbeat stale 4142s — agent dead/idle, watchdog should restart within ~5 min
2026-09-23T20:40 CEST	alive=no	mem=7269/64295 MB	load=32.12 31.80 31.79	transcript=183939B	watchdog=2448B	heartbeat stale 4181s — agent dead/idle, watchdog should restart within ~5 min
2026-09-23T20:41 CEST	alive=no	mem=6208/64295 MB	load=32.12 31.85 31.81	transcript=183939B	watchdog=2448B	heartbeat stale 4226s — agent dead/idle, watchdog should restart within ~5 min
2026-09-23T20:50 CEST	alive=yes	mem=6734/64295 MB	load=32.48 32.20 32.02	transcript=251936B	watchdog=2848B	Baseline training epoch ~37/200 (~1.8-2.6 min/epoch, eta hours unless early-stop); checkm v1.1.3 ref data installed+verified; batch1 fixes tested PASS (03670d6a); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → batch1 re-run
2026-09-23T20:59 CEST	alive=yes	mem=7930/64295 MB	load=32.22 32.10 32.05	transcript=324159B	watchdog=3132B	model=big-pickle	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run · run: epoch 110/200 · 15/28 batches
2026-09-23T21:00 CEST	alive=yes	mem=7655/64295 MB	load=32.26 32.11 32.05	transcript=325540B	watchdog=3208B	model=big-pickle	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run · run: epoch 110/200 · 17/28 batches
2026-09-23T21:00 CEST	alive=yes	mem=6431/64295 MB	load=32.28 32.13 32.06	transcript=328730B	watchdog=3208B	model=big-pickle	epoch=-/-	loss=-	acc=-	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run
2026-09-23T21:02 CEST	alive=yes	mem=7568/64295 MB	load=33.06 32.43 32.18	transcript=331772B	watchdog=3208B	model=big-pickle	epoch=110/200	loss=2.926893472671509	acc=97.74739074707031	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run
2026-09-23T21:03 CEST	alive=yes	mem=7984/64295 MB	load=32.98 32.43 32.18	transcript=331772B	watchdog=3208B	model=big-pickle	epoch=110/200	loss=2.926893472671509	acc=97.74739074707031	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run
2026-09-23T21:05 CEST	alive=yes	mem=10066/64295 MB	load=32.44 32.16 32.09	transcript=335929B	watchdog=3208B	model=big-pickle	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run · run: epoch 112/200 · 19/28 batches
2026-09-23T21:08 CEST	alive=yes	mem=7429/64295 MB	load=33.73 32.69 32.28	transcript=340238B	watchdog=3360B	model=big-pickle	epoch=113/200	loss=2.945946455001831	acc=97.44465637207031	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run
2026-09-23T21:10 CEST	alive=yes	mem=7930/64295 MB	load=33.40 32.80 32.35	transcript=342661B	watchdog=3436B	model=big-pickle	epoch=113/200	loss=2.945946455001831	acc=97.44465637207031	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run
2026-09-23T21:12 CEST	alive=yes	mem=7819/64295 MB	load=32.20 32.66 32.37	transcript=347763B	watchdog=3436B	model=big-pickle	epoch=114/200	loss=2.9193015098571777	acc=98.359375	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run
2026-09-23T21:14 CEST	alive=yes	mem=6787/64295 MB	load=32.34 32.53 32.35	transcript=364939B	watchdog=3436B	model=big-pickle	epoch=115/200	loss=2.9263877868652344	acc=97.75064849853516	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run
2026-09-23T21:16 CEST	alive=yes	mem=7332/64295 MB	load=32.51 32.52 32.37	transcript=380758B	watchdog=3889B	model=big-pickle	epoch=116/200	loss=2.9281718730926514	acc=98.36588287353516	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run
2026-09-23T21:18 CEST	alive=yes	mem=6727/64295 MB	load=32.21 32.41 32.35	transcript=393064B	watchdog=4420B	model=big-pickle	epoch=117/200	loss=2.9210309982299805	acc=98.26171875	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run
2026-09-23T21:18 CEST	alive=yes	mem=8181/64295 MB	load=32.25 32.41 32.35	transcript=394999B	watchdog=4513B	model=big-pickle	epoch=117/200	loss=2.9210309982299805	acc=98.26171875	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run
2026-09-23T21:20 CEST	alive=yes	mem=6803/64295 MB	load=32.16 32.31 32.32	transcript=401310B	watchdog=5709B	model=big-pickle	epoch=117/200	loss=2.9210309982299805	acc=98.26171875	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run
2026-09-23T21:22 CEST	alive=yes	mem=7153/64295 MB	load=32.45 32.40 32.35	transcript=414232B	watchdog=6111B	model=big-pickle	epoch=118/200	loss=2.9245786666870117	acc=97.40234375	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run
2026-09-23T21:24 CEST	alive=yes	mem=6911/64295 MB	load=32.83 32.55 32.41	transcript=419514B	watchdog=7255B	model=big-pickle	epoch=119/200	loss=2.9448459148406982	acc=98.09895324707031	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run
2026-09-23T21:26 CEST	alive=yes	mem=7636/64295 MB	load=32.07 32.18 32.28	transcript=423808B	watchdog=8287B	model=big-pickle	epoch=120/200	loss=2.918679714202881	acc=98.134765625	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run
2026-09-23T21:28 CEST	alive=yes	mem=8114/64295 MB	load=31.40 31.91 32.17	transcript=432118B	watchdog=8497B	model=big-pickle	epoch=121/200	loss=2.940211772918701	acc=98.0859375	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run
2026-09-23T21:30 CEST	alive=yes	mem=7004/64295 MB	load=31.96 31.96 32.15	transcript=439712B	watchdog=9507B	model=big-pickle	epoch=122/200	loss=2.901789665222168	acc=98.662109375	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run
2026-09-23T21:32 CEST	alive=yes	mem=6471/64295 MB	load=30.07 31.32 31.90	transcript=444086B	watchdog=10673B	model=big-pickle	epoch=123/200	loss=2.897653818130493	acc=98.35285949707031	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run
2026-09-23T21:34 CEST	alive=yes	mem=8076/64295 MB	load=30.99 31.19 31.78	transcript=449255B	watchdog=11723B	model=big-pickle	epoch=124/200	loss=2.911835193634033	acc=98.05338287353516	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run
2026-09-23T21:36 CEST	alive=yes	mem=8978/64295 MB	load=32.02 31.51 31.83	transcript=453705B	watchdog=12943B	model=big-pickle	epoch=124/200	loss=2.911835193634033	acc=98.05338287353516	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run
2026-09-23T21:38 CEST	alive=yes	mem=6470/64295 MB	load=31.24 31.29 31.71	transcript=458948B	watchdog=14203B	model=big-pickle	epoch=125/200	loss=2.9282498359680176	acc=97.84504699707031	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run
2026-09-23T21:40 CEST	alive=yes	mem=7573/64295 MB	load=31.94 31.55 31.76	transcript=464107B	watchdog=15445B	model=big-pickle	epoch=126/200	loss=2.8991293907165527	acc=98.45377349853516	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run
2026-09-23T21:42 CEST	alive=yes	mem=7600/64295 MB	load=32.44 31.85 31.85	transcript=468557B	watchdog=16589B	model=big-pickle	epoch=127/200	loss=2.8915956020355225	acc=98.37564849853516	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run
2026-09-23T21:44 CEST	alive=yes	mem=7236/64295 MB	load=32.04 31.84 31.84	transcript=472959B	watchdog=17755B	model=big-pickle	epoch=128/200	loss=2.8930115699768066	acc=98.466796875	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run
2026-09-23T21:46 CEST	alive=yes	mem=7391/64295 MB	load=32.01 31.85 31.84	transcript=478176B	watchdog=18975B	model=big-pickle	epoch=129/200	loss=2.9112632274627686	acc=98.1640625	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run
2026-09-23T21:48 CEST	alive=yes	mem=8394/64295 MB	load=32.19 31.98 31.90	transcript=483420B	watchdog=20235B	model=big-pickle	epoch=130/200	loss=2.888990640640259	acc=98.4375	Baseline training epoch ~109/200 (~2.4 min/epoch, ETA ~22:35 UTC unless early-stop); next: baseline eval (run_eval.sh) → issue #2 small-dataset test → v1.1.0 fix run
