bin,checkm2_completeness,checkm2_contamination,checkm2_genome_size,checkm2_contigs,checkm2_n50,checkm1_completeness,checkm1_contamination
42,10.41,8.55,1103519,242,5333,7.517949050646599,2.213085506682237
43,21.62,0.57,1086627,431,2450,12.068965517241379,0.0
44,28.99,0.02,1062905,390,2617,21.144200626959247,0.8620689655172413
45,12.86,9.02,956986,210,5115,8.333333333333334,25.0
46,15.02,7.04,922696,102,13800,22.413793103448278,7.758620689655173
47,14.0,12.53,888152,170,6102,20.689655172413794,15.517241379310345
48,16.62,1.63,838289,132,10403,0.0,0.0
49,9.72,0.73,832253,192,5000,0.0,0.0
50,11.52,9.22,810600,113,10712,4.166666666666667,0.0
51,24.16,0.23,744916,279,2601,17.24137931034483,1.7241379310344827
52,13.62,0.72,728406,46,26410,0.0,0.0
53,6.85,0.33,721044,172,4754,0.0,0.0
54,11.15,5.66,664092,167,4339,15.595611285266457,17.39811912225705
55,18.85,0.14,646527,242,2539,18.620689655172413,0.0
56,14.97,0.02,643579,225,2664,11.128526645768027,0.0
57,8.36,0.0,625212,234,2505,0.0,0.0
58,6.36,0.53,613448,147,4120,0.0,0.0
59,15.79,0.56,613106,5,603551,0.0,0.0
60,7.88,1.04,561440,82,8339,1.3793103448275863,0.0
61,7.58,0.31,485950,60,10890,0.0,0.0
62,12.52,0.01,479436,190,2423,12.599681020733652,0.0
63,7.13,10.51,440323,50,11467,4.166666666666667,0.0
64,8.67,0.26,435140,39,17169,0.0,0.0
65,8.89,0.67,433368,31,18950,0.0,0.0
66,9.27,3.45,405055,70,6124,5.172413793103448,3.4482758620689653
67,5.52,1.77,394477,87,4572,0.0,0.0
68,7.2,0.51,386854,93,4151,0.0,0.0
69,7.48,0.21,384035,62,7456,4.166666666666667,4.166666666666667
70,6.16,0.06,357900,21,23576,0.0,0.0
71,6.16,0.17,340754,67,6888,0.0,0.0
72,5.06,0.06,333653,90,3378,0.0,0.0
73,8.8,0.02,331154,134,2406,10.501567398119123,0.0
74,4.6,0.0,326481,14,80314,0.0,0.0
75,26.6,0.05,300557,111,2693,22.118380062305295,0.0
76,5.28,0.09,300412,47,7683,0.0,0.0
77,7.47,0.07,293410,20,25842,0.0,0.0
78,7.29,0.06,289785,6,86271,5.172413793103448,0.0
79,5.93,0.13,285394,25,14656,0.0,0.0
80,4.52,0.82,273094,60,4942,0.0,0.0
81,4.76,0.0,245643,68,4344,0.0,0.0
82,5.45,0.44,236800,77,3261,2.0376175548589344,0.0
83,5.06,0.44,231720,39,8158,3.4482758620689653,0.0
84,6.27,0.06,223900,62,3646,4.166666666666667,0.0
85,4.36,0.01,222065,73,2964,0.0,0.0
86,4.03,0.07,201678,55,3809,0.0,0.0
1097,91.48,0.81,2397037,249,13558,94.77124183006536,1.8602312719959782
1530,100.0,0.0,3899907,1,3899907,100.0,0.0
1753,99.79,0.77,2286430,140,21911,98.03921568627452,0.9803921568627451
1934,99.94,0.04,1481172,1,1481172,80.94202898550725,0.0
2732,100.0,1.2,6435716,72,141828,100.0,1.243781094527363
2961,99.48,0.06,1926624,1,1926624,95.46026156941652,0.352112676056338
3459,74.51,0.17,445931,94,5585,61.93386053199138,0.3115264797507788
5649,99.98,0.07,3368704,67,132922,99.94505494505495,0.5494505494505495
5840,99.99,0.3,3522099,2,3481680,97.34982332155477,0.0
6237,60.42,6.2,2412804,27,216682,71.0134128166915,5.745294474802671
6540,10.74,10.98,458733,81,6747,5.490502211813687,4.049570647931303
6784,99.99,0.56,4446250,119,56816,97.74193548387096,1.935483870967742
6841,90.05,0.1,4214053,477,12117,91.10952701485648,1.1729175445989606
7495,85.78,1.35,2641474,461,6772,90.39195143936522,2.126436781609195
7751,62.85,23.26,1254634,345,3811,44.827586206896555,163.93939393939394
9808,100.0,0.18,2728036,48,94493,99.45054945054945,0.27472527472527475
9961,49.49,0.42,1649143,507,3350,52.16542124542125,0.0
10590,100.0,1.39,3645528,93,59073,98.17073170731707,0.031269543464665414
10920,45.86,2.79,2300120,720,3175,41.14420062695925,5.4858934169279
10974,99.88,0.22,1859366,1,1859366,99.5049504950495,0.49504950495049505
11113,99.89,79.97,4203406,361,16160,98.27586206896552,86.86520376175548
12789,18.33,2.8,1345252,388,3501,4.263322884012539,0.0
12834,100.0,0.15,2562272,1,2562272,99.59016393442623,0.6147540983606558
13974,11.71,4.36,1077116,135,11840,9.431841406090332,0.20664441265299632
15113,63.27,3.78,3301018,883,3937,68.22650296088564,2.2488317757009346
15176,99.98,1.03,5015738,33,212589,99.83660130718954,0.6535947712418301
15271,83.6,4.18,4247138,852,5803,83.1974921630094,8.385579937304074
15360,100.0,0.05,4312224,7,722249,99.38271604938272,0.28058361391694725
15634,9.56,5.67,803912,136,7327,8.221099887766556,9.256453423120089
15711,87.23,25.71,2038375,641,3189,82.75862068965517,40.07836990595611
16192,95.86,2.22,3050044,234,18525,98.63586358635864,0.7724343862957725
19125,99.93,0.35,4048866,1,4048866,98.66666666666666,0.0
20513,49.01,1.27,1842591,553,3371,36.79367816091954,0.0
21310,9.14,0.28,226365,89,2338,4.1671888053467,0.33482142857142855
21926,99.98,0.09,2269079,2,2238484,99.14893617021276,0.0
22561,16.87,0.07,680744,252,2638,8.699059561128525,0.0
23307,93.59,21.48,4593662,997,5554,93.49529780564264,22.993730407523508
24108,100.0,0.11,5693116,104,104638,100.0,0.7660934744268078
24289,99.75,0.09,2364999,34,103815,98.91304347826087,0.5434782608695652
24295,83.59,15.15,2655224,718,3930,84.25559947299078,20.727657004830917
24808,9.68,5.88,416358,40,28061,10.916601613322925,5.009107468123862
25646,15.7,0.08,506764,25,33301,1.8279813828230196,0.0
25715,99.94,0.75,4248832,32,4079427,99.46996466431095,1.1778563015312131
25816,94.9,0.7,3920390,259,20809,89.7642390289449,0.8403361344537815
27316,100.0,0.03,2451380,60,86659,99.50775815944357,0.0
27588,99.98,0.43,3939783,16,482145,100.0,0.0
28992,99.49,0.01,3366103,170,33314,98.89807162534436,0.27548209366391185
29302,71.26,3.0,3717608,880,4533,77.48228261029466,2.1126814952116155
29540,100.0,0.83,3251308,1,3251308,99.24914675767918,0.9385665529010239
31372,60.45,50.77,3128048,160,28903,91.37931034482759,74.13793103448276
33391,99.93,0.02,1518602,1,1518602,80.94202898550725,0.0
33678,99.99,0.19,5182863,18,486560,99.4894366197183,0.7726917057902973
35558,10.43,0.01,225233,46,6592,8.44880441446965,0.30042918454935624
35633,5.82,0.05,318671,15,107913,2.6936026936026938,0.0
37074,9.34,0.01,319229,123,2477,5.956112852664576,0.0
37436,37.81,0.8,1670656,567,2964,30.72520738962124,0.44493882091212456
37562,7.48,3.21,435839,86,5658,3.1347962382445145,1.7241379310344827
37577,99.69,0.0,3293190,16,310359,99.4535519125683,1.639344262295082
37706,24.44,0.06,377802,139,2655,18.80801172447484,0.0
38322,74.36,14.06,2296321,196,21656,80.25078369905957,37.93103448275862
38636,88.59,0.79,3442556,92,56546,91.25541125541126,3.0122655122655124
39441,99.99,0.58,1667154,1,1667154,98.73417721518987,1.4240506329113924
39549,41.77,12.72,1927410,650,2908,36.05958633522154,10.747076023391813
40184,99.99,0.31,4830145,1,4830145,99.14529914529915,1.7094017094017093
41330,99.99,0.04,1739483,1,1739483,96.3085330162795,0.0
